gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgMonthlySpend,ServiceCount,ContractValue
0,0,0,0,12,1,1,54.3,654.5,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,54.541666666666664,3,651.5999999999999
0,1,0,0,44,1,0,74.85,3268.05,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,74.27386363636364,5,3293.3999999999996
1,0,1,1,54,1,1,79.95,4362.05,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,80.77870370370371,3,4317.3
0,0,0,0,68,1,0,20.05,1386.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,20.39558823529412,1,1363.4
1,0,0,0,20,1,0,19.4,415.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,20.77,1,388.0
1,0,1,1,50,1,0,54.9,2614.1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,52.282,2,2745.0
1,0,0,0,58,1,1,24.45,1513.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,26.096551724137928,1,1418.1
1,0,1,1,35,1,1,89.65,3161.6,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,90.33142857142857,3,3137.75
0,0,0,0,2,1,1,45.4,80.95,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40.475,1,90.8
1,0,1,1,63,1,0,75.7,4676.7,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,74.23333333333333,5,4769.1
0,0,1,0,58,1,1,110.65,6526.65,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,112.52844827586206,6,6417.700000000001
0,0,1,1,27,1,1,20.55,583.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,21.6037037037037,1,554.85
0,0,1,0,71,1,1,115.15,8078.1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,113.77605633802817,7,8175.650000000001
0,0,0,0,63,1,0,58.55,3503.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,55.611111111111114,3,3688.6499999999996
1,0,1,0,71,1,1,93.25,6669.45,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,93.93591549295775,4,6620.75
0,1,0,0,41,1,1,113.2,4689.5,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,114.3780487804878,6,4641.2
1,1,0,0,13,1,1,90.5,1201.15,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,92.39615384615385,3,1176.5
1,0,0,0,2,1,0,79.0,143.65,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,71.825,2,158.0
0,0,1,1,68,1,1,19.35,1292.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.009558823529414,1,1315.8000000000002
1,0,1,1,1,1,1,48.75,48.75,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48.75,2,48.75
1,1,0,0,65,1,1,109.05,7108.2,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,109.35692307692307,6,7088.25
1,1,1,0,72,1,1,25.0,1802.55,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,25.035416666666666,1,1800.0
0,0,0,0,28,1,1,54.9,1505.15,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,53.75535714285714,2,1537.2
1,0,1,1,72,1,0,24.75,1859.1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,25.820833333333333,1,1782.0
0,0,0,0,2,1,1,91.15,168.5,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,84.25,4,182.3
0,0,0,1,18,1,0,20.15,390.85,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,21.71388888888889,1,362.7
1,1,1,0,60,1,1,104.35,6339.45,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,105.6575,5,6261.0
0,1,0,0,26,1,1,66.05,1652.4,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,63.55384615384616,3,1717.3
1,0,0,1,1,1,1,71.65,71.65,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,71.65,1,71.65
0,0,0,0,4,1,0,20.35,77.5,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.375,1,81.4
1,0,1,1,68,1,1,92.2,6392.85,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,94.0125,7,6269.6
0,0,0,0,38,1,1,84.25,3264.5,1,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,85.90789473684211,4,3201.5
0,1,1,0,42,1,1,105.2,4599.15,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,109.50357142857142,5,4418.400000000001
0,0,1,0,57,1,1,19.6,1134.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.899122807017545,1,1117.2
1,0,1,0,54,0,0,30.4,1621.35,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30.025,1,1641.6
0,0,0,0,12,1,0,78.1,947.3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,78.94166666666666,2,937.1999999999999
0,0,1,0,44,1,1,61.5,2722.2,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,61.86818181818182,4,2706.0
1,0,1,1,42,1,1,69.4,3058.3,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,72.81666666666668,4,2914.8
1,0,1,1,72,1,0,24.75,1769.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,24.577777777777776,1,1782.0
0,0,1,1,71,1,0,91.05,6293.75,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,88.6443661971831,7,6464.55
0,0,1,0,19,1,0,89.65,1761.05,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,92.68684210526315,3,1703.3500000000001
0,0,1,0,23,1,1,73.65,1642.75,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,71.42391304347827,4,1693.95
0,0,0,0,30,1,0,19.4,578.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.283333333333335,1,582.0
1,0,0,0,35,1,0,26.2,954.9,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,27.282857142857143,1,917.0
0,0,0,0,10,1,1,98.7,973.25,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,97.325,4,987.0
1,0,0,0,1,1,1,43.85,43.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.85,1,43.85
1,0,0,0,22,1,1,69.7,1490.4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,67.74545454545455,1,1533.4
1,0,1,1,7,0,0,38.55,280.0,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,40.0,3,269.84999999999997
0,0,0,0,36,0,1,53.1,1901.25,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,52.8125,5,1911.6000000000001
0,0,1,1,34,1,0,20.65,716.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,21.070588235294117,1,702.0999999999999
1,0,1,1,72,1,0,64.45,4720.0,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,65.55555555555556,4,4640.400000000001
1,0,1,1,36,1,0,25.1,930.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,25.859722222222224,1,903.6
0,0,0,0,1,1,0,76.35,76.35,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,76.35,2,76.35
0,0,0,0,23,1,1,79.15,1676.95,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,72.9108695652174,2,1820.45
1,1,1,0,32,1,1,85.0,2642.05,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,82.5640625,2,2720.0
0,0,1,1,71,1,1,95.15,6770.85,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,95.36408450704226,5,6755.650000000001
0,1,0,0,23,1,1,79.35,1835.3,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,79.79565217391304,2,1825.05
1,0,1,0,17,1,1,96.65,1588.25,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,93.42647058823529,4,1643.0500000000002
1,0,0,0,1,1,1,75.5,75.5,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,75.5,5,75.5
1,0,1,1,12,1,0,19.7,258.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,21.52916666666667,1,236.39999999999998
0,0,1,0,72,1,0,20.5,1502.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,20.864583333333332,1,1476.0
1,0,0,0,1,1,0,19.2,19.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.2,1,19.2
1,1,1,0,72,1,0,98.35,6929.4,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,96.24166666666666,4,7081.2
1,0,1,1,60,1,0,74.35,4453.3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74.22166666666666,1,4461.0
0,0,1,1,61,0,0,51.35,3244.4,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,53.18688524590164,4,3132.35
0,0,1,0,6,1,0,45.65,323.45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,53.90833333333333,1,273.9
1,1,1,0,32,1,0,85.3,2661.1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,83.159375,2,2729.6
0,0,0,1,31,1,1,86.55,2697.4,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,87.01290322580645,2,2683.0499999999997
1,0,0,0,19,1,1,73.85,1424.5,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,74.97368421052632,2,1403.1499999999999
1,0,1,1,72,1,0,20.3,1401.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.460416666666667,1,1461.6000000000001
0,0,0,0,32,1,1,54.2,1739.6,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,54.3625,2,1734.4
1,0,1,0,65,1,1,90.65,5931.0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,91.24615384615385,3,5892.25
0,0,1,1,45,0,1,50.9,2333.85,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,51.86333333333333,3,2290.5
1,0,0,0,42,1,0,25.05,949.85,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,22.61547619047619,1,1052.1000000000001
1,0,0,0,8,1,1,74.85,572.45,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,71.55625,1,598.8
1,0,0,1,32,1,0,20.5,696.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,21.775,1,656.0
0,1,1,0,22,1,1,63.55,1381.8,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,62.809090909090905,4,1398.1
1,1,1,0,57,0,1,44.85,2572.95,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,45.13947368421052,2,2556.4500000000003
1,0,0,0,1,1,0,47.95,47.95,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,47.95,2,47.95
1,1,0,0,1,1,0,45.1,45.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.1,1,45.1
0,0,1,0,1,1,1,45.0,45.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.0,1,45.0
1,0,0,0,24,1,1,96.0,2122.45,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,88.43541666666665,4,2304.0
1,0,0,0,1,1,0,20.05,20.05,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,20.05,1,20.05
1,1,0,0,54,1,1,90.05,4931.8,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,91.32962962962964,3,4862.7
0,0,0,0,4,1,1,25.3,116.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,29.2375,1,101.2
1,0,1,1,65,1,0,108.65,6937.95,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,106.7376923076923,6,7062.25
0,0,1,0,56,1,0,24.3,1261.7,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,22.530357142857145,1,1360.8
1,0,0,0,45,1,1,75.95,3273.8,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,72.75111111111111,5,3417.75
0,0,1,1,71,1,0,19.7,1415.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.941549295774646,1,1398.7
1,0,1,0,59,1,0,66.4,3958.2,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,67.08813559322033,5,3917.6000000000004
1,0,0,0,69,0,1,35.75,2492.25,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,36.119565217391305,2,2466.75
1,0,0,0,19,1,0,18.8,279.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,14.694736842105263,1,357.2
0,0,1,1,55,1,0,19.4,1083.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,19.69090909090909,1,1067.0
0,0,0,0,38,1,0,19.3,755.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,19.88157894736842,1,733.4
1,0,0,0,10,1,1,45.55,402.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40.260000000000005,1,455.5
0,1,1,0,47,1,1,67.45,3252.0,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,69.19148936170212,4,3170.15
0,0,1,0,2,0,1,35.1,68.75,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,34.375,1,70.2
1,0,0,0,1,1,0,46.2,46.2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,46.2,1,46.2
0,0,0,0,1,1,0,45.15,45.15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.15,1,45.15
1,1,0,0,1,0,1,43.3,43.3,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,43.3,3,43.3
1,0,1,1,46,1,1,20.1,936.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,20.366304347826087,1,924.6
0,1,0,0,38,1,1,57.15,2250.65,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,59.227631578947374,3,2171.7
0,0,1,0,65,1,0,58.9,3857.1,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,59.339999999999996,4,3828.5
0,0,1,0,19,1,1,73.2,1441.1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,75.84736842105262,2,1390.8
1,0,0,0,52,1,1,85.35,4338.6,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,83.4346153846154,3,4438.2
1,0,1,1,71,1,0,19.45,1378.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,19.414788732394367,1,1380.95
0,0,0,0,1,1,0,45.95,45.95,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.95,1,45.95
0,1,0,0,52,0,1,50.5,2566.3,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,49.35192307692308,4,2626.0
1,0,1,0,6,1,0,25.1,171.0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,28.5,1,150.60000000000002
0,1,1,0,26,1,0,60.7,1597.4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,61.43846153846154,3,1578.2
1,1,0,0,48,1,1,99.0,4744.35,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,98.840625,4,4752.0
0,0,1,1,64,1,1,104.4,6721.6,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,105.025,5,6681.6
0,0,0,0,3,1,0,83.75,247.25,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,82.41666666666667,3,251.25
1,0,0,0,1,1,1,44.05,44.05,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44.05,1,44.05
1,0,1,1,72,1,0,24.1,1734.65,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,24.092361111111114,1,1735.2
1,0,0,0,1,1,1,45.55,45.55,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.55,1,45.55
0,0,1,1,51,1,1,93.8,4539.35,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,89.00686274509805,4,4783.8
0,0,1,1,41,1,0,19.7,804.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.615853658536587,1,807.6999999999999
0,0,1,1,72,1,1,70.65,5011.15,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,69.59930555555555,5,5086.8
0,0,1,0,43,1,0,86.45,3574.5,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,83.12790697674419,6,3717.35
1,0,1,0,72,1,1,114.1,8086.4,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,112.3111111111111,7,8215.199999999999
1,0,1,0,47,1,1,95.2,4563.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,97.08510638297872,3,4474.400000000001
1,0,0,0,72,1,0,88.55,6362.35,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,88.36597222222223,7,6375.599999999999
1,0,0,0,3,1,1,20.75,67.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,22.366666666666664,1,62.25
1,0,0,0,1,1,1,70.05,70.05,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70.05,1,70.05
1,0,0,0,2,1,1,86.0,165.45,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,82.725,2,172.0
1,0,0,0,26,0,1,44.65,1156.55,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,44.482692307692304,3,1160.8999999999999
1,0,1,1,29,1,1,60.2,1834.15,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,63.24655172413794,3,1745.8000000000002
0,1,1,0,35,1,1,100.5,3653.35,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,104.38142857142857,5,3517.5
1,0,0,0,27,1,0,55.45,1477.65,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,54.72777777777778,3,1497.15
1,0,1,1,24,1,1,70.3,1706.45,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,71.10208333333334,5,1687.1999999999998
1,0,1,1,67,1,1,60.4,3953.7,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,59.01044776119403,4,4046.7999999999997
0,0,0,0,16,1,0,72.65,1194.3,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.64375,1,1162.4
0,0,0,0,23,1,0,55.8,1327.85,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,57.73260869565217,3,1283.3999999999999
1,0,0,0,14,0,1,31.1,419.7,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,29.978571428571428,1,435.40000000000003
0,0,1,1,1,1,1,21.0,21.0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,21.0,1,21.0
0,1,0,0,1,1,0,45.1,45.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.1,1,45.1
1,1,0,0,4,0,1,50.95,207.35,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,51.8375,3,203.8
1,0,0,1,16,1,1,69.1,1083.7,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,67.73125,4,1105.6
0,0,1,0,46,0,1,43.95,2007.85,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,43.64891304347826,2,2021.7
1,0,0,1,68,1,1,86.5,5882.75,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,86.51102941176471,6,5882.0
1,0,0,0,38,1,0,69.95,2657.55,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,69.93552631578947,5,2658.1
1,1,1,0,30,1,1,50.4,1527.5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,50.916666666666664,2,1512.0
0,1,0,0,5,1,0,78.95,378.4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,75.67999999999999,2,394.75
1,0,0,0,17,1,1,90.95,1612.2,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,94.83529411764707,4,1546.15
1,0,1,1,4,1,0,19.9,76.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,19.1625,1,79.6
0,0,0,0,12,1,0,20.15,260.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,21.724999999999998,1,241.79999999999998
1,0,1,1,72,1,1,90.6,6441.85,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,89.4701388888889,7,6523.2
1,0,0,0,3,1,1,92.0,266.8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,88.93333333333334,3,276.0
1,0,0,0,56,1,1,94.45,5124.6,1,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,91.51071428571429,4,5289.2
0,0,0,0,41,1,1,24.85,962.25,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,23.46951219512195,1,1018.85
1,0,0,0,40,0,0,36.0,1382.9,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,34.572500000000005,2,1440.0
0,0,0,0,7,1,1,78.5,571.05,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,81.57857142857142,6,549.5
1,0,0,0,69,1,0,19.95,1399.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,20.280434782608694,1,1376.55
1,0,1,1,7,1,0,20.65,150.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,21.428571428571427,1,144.54999999999998
0,0,1,1,5,0,1,30.5,167.2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,33.44,1,152.5
0,0,1,1,72,1,0,106.1,7657.4,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,106.35277777777777,6,7639.2
1,0,1,1,44,1,1,20.5,865.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,19.660227272727273,1,902.0
0,0,0,0,65,1,1,95.5,6153.85,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,94.6746153846154,4,6207.5
0,0,0,0,3,1,0,64.6,174.2,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,58.06666666666666,3,193.79999999999998
1,0,0,0,24,1,1,51.1,1269.6,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,52.9,2,1226.4
0,0,0,0,44,1,1,84.8,3862.55,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,87.78522727272728,3,3731.2
0,1,1,0,72,1,0,89.1,6352.4,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,88.22777777777777,7,6415.2
1,0,0,0,24,1,0,54.95,1348.5,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,56.1875,3,1318.8000000000002
1,0,0,0,1,1,0,50.9,50.9,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,50.9,2,50.9
1,0,1,0,22,1,1,20.45,471.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,21.43409090909091,1,449.9
1,0,1,1,70,1,1,85.95,5931.75,0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,84.73928571428571,6,6016.5
1,0,1,1,25,1,0,60.35,1404.65,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,56.18600000000001,2,1508.75
